"observation","specname","latitude","longitude","carp_color"
"54466",208313,"Lactifluus luteolus (Peck) Verbeken",40.67455,-80.5413,0
"18270",248630,"Lactifluus (Pers.) Roussel",40.67455,-80.5413,0
"55042",207674,"Lactifluus (Pers.) Roussel",33.90245,-83.3843,0
"55452",207239,"Lactifluus (Pers.) Roussel",33.991,-83.4954,0
"55624",207135,"Lactifluus (Pers.) Roussel",33.991,-83.4954,0
"56006",206878,"Lactifluus (Pers.) Roussel",41.3588,-80.103,0
"17997",248844,"Lactifluus piperatus (L.) Roussel",42.77485,-80.9823,0
"18660",247993,"Lactifluus piperatus (L.) Roussel",42.77485,-80.9823,0
"20725",245846,"Lactifluus piperatus (L.) Roussel",40.307,-74.86385,0
"21303",244847,"Lactifluus piperatus (L.) Roussel",35.8725,-78.761,0
"21398",244986,"Lactifluus piperatus (L.) Roussel",40.37765,-83.07335,0
"23240",243032,"Lactifluus piperatus (L.) Roussel",35.8725,-78.761,0
"47002",215073,"Lactifluus piperatus (L.) Roussel",39.8004,-84.96135,0
"47567",214708,"Lactifluus piperatus (L.) Roussel",38.4879,-78.3261,0
"47638",214635,"Lactifluus piperatus (L.) Roussel",38.4879,-78.3261,0
"47734",214525,"Lactifluus piperatus (L.) Roussel",38.4879,-78.3261,0
"47820",214439,"Lactifluus piperatus (L.) Roussel",38.4879,-78.3261,0
"53097",209515,"Lactifluus piperatus (L.) Roussel",39.3544,-86.3493,0
"54713",208079,"Lactifluus piperatus (L.) Roussel",34.1382,-83.7919,0
"55576",207197,"Lactifluus piperatus (L.) Roussel",38.5658,-90.6591,0
"18001",248840,"Lactifluus rugatus (Kühner & Romagn.) Verbeken",42.77485,-80.9823,0
"56030",206852,"Lactifluus subgenus Gerardii (A.H. Sm. & Hesler) Stubbe",33.991,-83.4954,0
"17999",248842,"Lactifluus subvellereus var. subdistans",42.77485,-80.9823,0
"14924",264617,"Lactifluus volemus (Fr.) Kuntze",38.9124,-78.1911,0
"16344",250759,"Lactifluus volemus (Fr.) Kuntze",37.83345,-90.24205,0
"16448",250549,"Lactifluus volemus (Fr.) Kuntze",41.3264,-75.90695,0
"17227",249622,"Lactifluus volemus (Fr.) Kuntze",35.8725,-78.761,0
"18117",248736,"Lactifluus volemus (Fr.) Kuntze",35.8725,-78.761,0
"18981",247732,"Lactifluus volemus (Fr.) Kuntze",33.98445,-84.2499,0
"19628",246619,"Lactifluus volemus (Fr.) Kuntze",35.8725,-78.761,0
"20158",246077,"Lactifluus volemus (Fr.) Kuntze",40.3294,-74.8807,0
"20811",245487,"Lactifluus volemus (Fr.) Kuntze",35.8725,-78.761,0
"21305",244845,"Lactifluus volemus (Fr.) Kuntze",35.8725,-78.761,0
"21322",245063,"Lactifluus volemus (Fr.) Kuntze",40.91555,-75.5517,0
"21565",244501,"Lactifluus volemus (Fr.) Kuntze",35.8725,-78.761,0
"21574",244484,"Lactifluus volemus (Fr.) Kuntze",35.8725,-78.761,0
"22061",244189,"Lactifluus volemus (Fr.) Kuntze",39.49485,-76.28565,0
"22145",244110,"Lactifluus volemus (Fr.) Kuntze",41.23335,-75.81305,0
"22836",243422,"Lactifluus volemus (Fr.) Kuntze",36.166,-78.8767,0
"23126",243177,"Lactifluus volemus (Fr.) Kuntze",35.8725,-78.761,0
"23645",242791,"Lactifluus volemus (Fr.) Kuntze",38.01025,-78.45235,0
"44608",247112,"Lactifluus volemus (Fr.) Kuntze",35.60885,-82.32775,0
"46394",215825,"Lactifluus volemus (Fr.) Kuntze",40.67455,-80.5413,0
"46996",215090,"Lactifluus volemus (Fr.) Kuntze",39.8039,-84.9701,0
"48391",213821,"Lactifluus volemus (Fr.) Kuntze",38.01025,-78.45235,0
"48855",213297,"Lactifluus volemus (Fr.) Kuntze",42.8341,-80.1493,0
"52243",210252,"Lactifluus volemus (Fr.) Kuntze",36.166,-78.8767,0
"53596",211698,"Lactifluus volemus (Fr.) Kuntze",37.81995,-90.2429,0
"55620",207139,"Lactifluus volemus (Fr.) Kuntze",38.53385,-90.6749,0
"14496",252469,"Lactifluus volemus var. flavus (Hesler & A.H. Sm.) R. Labbé comb. prov.",43.10645,-80.2855,0
"18680",247960,"Lactifluus volemus var. flavus (Hesler & A.H. Sm.) R. Labbé comb. prov.",35.8725,-78.761,0
"22208",244196,"Lactifluus volemus var. flavus (Hesler & A.H. Sm.) R. Labbé comb. prov.",38.01025,-78.45235,0
"13688",253127,"Lactocollybia Singer",32.91785,-97.21935,0
"51066",211285,"Lactocollybia Singer",32.8787,-117.2335,0
"58965",204187,"Laeticorticium minnsiae (H.S. Jacks.) Donk",48.48305,-123.4465,0
"18223",248863,"Laeticutis cristata (Schaeff.) Audet",34.74,-83.9675,0
"22223",244109,"Laeticutis cristata (Schaeff.) Audet",38.01025,-78.45235,0
"5524",261603,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",33.1166,-79.94325,0
"8275",258333,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",39.4763,-76.4083,0
"9726",257078,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",38.984,-76.898,0
"13325",253490,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",35.59725,-80.36095,0
"13484",253572,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",39.9832,-75.20135,0
"14792",264766,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",38.9124,-78.1911,0
"18977",247740,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",43.46935,-70.8018,0
"20006",246277,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",42.6643,-80.5223,0
"20815",245483,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",35.8725,-78.761,0
"21339",244992,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",40.7971,-76.0147,0
"22168",244047,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",40.307,-74.86385,0
"23106",243253,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",40.54,-80.1747,0
"25157",240692,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",40.307,-74.86385,0
"26301",239656,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",38.01025,-78.45235,0
"27751",240474,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",39.11845,-76.8528,0
"28995",236384,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",30.72115,-85.93125,0
"45327",218367,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",37.81995,-90.2429,0
"47874",214381,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",38.42695,-90.81345,0
"49201",213135,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",38.01025,-78.45235,0
"49420",213307,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",44.91665,-93.20685,0
"50280",211870,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",38.622,-90.6948,0
"50688",211442,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",35.8725,-78.761,0
"54905",209189,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",30.95295,-91.521,0
"54975",207841,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",38.01025,-78.45235,0
"56225",206632,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",38.01025,-78.45235,0
"56873",206258,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",38.622,-90.6948,0
"56922",206089,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",38.622,-90.6948,0
"57425",207265,"Laetiporus cincinnatus (Morgan) Burdsall Banik & Volk",38.5658,-90.6591,0
"7262",261488,"Laetiporus conifericola Burds. & Banik",45.5099,-122.7185,0
"8838",258407,"Laetiporus conifericola Burds. & Banik",45.5795,-123.951,0
"18296",249361,"Laetiporus conifericola Burds. & Banik",48.07755,-122.5685,0
"36128",226528,"Laetiporus conifericola Burds. & Banik",37.025,-122.058,0
"41049",221151,"Laetiporus conifericola Burds. & Banik",45.6479,-123.9365,0
"45115",216840,"Laetiporus conifericola Burds. & Banik",48.4251,-122.8165,0
"46086",216224,"Laetiporus conifericola Burds. & Banik",48.06825,-121.644,0
"46992",215139,"Laetiporus conifericola Burds. & Banik",46.1059,-123.203,0
"47962",214938,"Laetiporus conifericola Burds. & Banik",47.6668,-121.8695,0
"48161",214014,"Laetiporus conifericola Burds. & Banik",47.46195,-123.4485,0
"48213",214144,"Laetiporus conifericola Burds. & Banik",45.5099,-122.7185,0
"49907",212570,"Laetiporus conifericola Burds. & Banik",41.8881,-74.72825,0
"51558",210728,"Laetiporus conifericola Burds. & Banik",38.2249,-119.9505,0
"5822",264258,"Laetiporus gilbertsonii Burds.",37.95135,-122.2615,0
"6025",260860,"Laetiporus gilbertsonii Burds.",33.78295,-118.1095,0
"11562",255157,"Laetiporus gilbertsonii Burds.",32.8793,-117.236,0
"12824",254385,"Laetiporus gilbertsonii Burds.",37.4204,-122.2145,0
"19751",246497,"Laetiporus gilbertsonii Burds.",47.1456,-123.0525,0
"35092",226915,"Laetiporus gilbertsonii Burds.",37.0841,-122.0615,0
"35618",226359,"Laetiporus gilbertsonii Burds.",37.769,-122.4835,0
"36533",225446,"Laetiporus gilbertsonii Burds.",36.95705,-122.0405,0
"36798",225129,"Laetiporus gilbertsonii Burds.",37.084,-122.0615,0
"37603",223924,"Laetiporus gilbertsonii Burds.",33.01495,-117.196,0
"38657",223100,"Laetiporus gilbertsonii Burds.",37.87825,-122.2365,0
"39540",222070,"Laetiporus gilbertsonii Burds.",34.2109,-118.6015,0
"40137",221387,"Laetiporus gilbertsonii Burds.",38.3238,-122.9165,0
"40473",222335,"Laetiporus gilbertsonii Burds.",37.875,-122.2535,0
"41416",220200,"Laetiporus gilbertsonii Burds.",37.8756,-122.2475,0
"42612",218892,"Laetiporus gilbertsonii Burds.",37.87335,-122.2645,0
"42670",218556,"Laetiporus gilbertsonii Burds.",37.87335,-122.2645,0
"42760",224748,"Laetiporus gilbertsonii Burds.",37.8943,-122.305,0
"43013",218312,"Laetiporus gilbertsonii Burds.",37.86495,-122.2485,0
"43483",217893,"Laetiporus gilbertsonii Burds.",37.4241,-122.268,0
"43593",217913,"Laetiporus gilbertsonii Burds.",37.87115,-122.2645,0
"44961",217016,"Laetiporus gilbertsonii Burds.",36.9954,-122.043,0
"45389",216540,"Laetiporus gilbertsonii Burds.",47.1456,-123.0525,0
"45603",217645,"Laetiporus gilbertsonii Burds.",37.60905,-122.4225,0
"65587",194955,"Laetiporus gilbertsonii Burds.",37.86305,-122.22,0
"65099",195254,"Laetiporus gilbertsonii var. pallidus Burds.",29.77385,-81.2908,0
"46953",218702,"Laetiporus huroniensis Burdsall & Banik",48.25215,-72.18255,0
"5217",262227,"Laetiporus Murrill",37.81525,-122.163,0
"9638",257316,"Laetiporus Murrill",34.185,-118.33,0
"23820",242481,"Laetiporus Murrill",35.42575,-83.44495,0
"36413",225580,"Laetiporus Murrill",34.0146,-118.2865,0
"42379",218746,"Laetiporus Murrill",31.2039,-81.4963,0
"47217",215439,"Laetiporus Murrill",39.8925,-87.2036,0
"48057",244244,"Laetiporus Murrill",41.0393,-75.4058,0
"49104",213038,"Laetiporus Murrill",41.2779,-76.05985,0
"55829",206967,"Laetiporus Murrill",42.7616,-80.394,0
"57622",205219,"Laetiporus Murrill",33.991,-83.4954,0
"63930",225018,"Laetiporus Murrill",28.78255,-82.6039,0
"20104",246159,"Laetiporus persicinus (Berk. & M.A. Curtis) Gilb.",38.89765,-77.23805,0
"21405",244972,"Laetiporus persicinus (Berk. & M.A. Curtis) Gilb.",30.4086,-91.1832,0
"22708",243540,"Laetiporus persicinus (Berk. & M.A. Curtis) Gilb.",39.46975,-76.3,0
"24861",241109,"Laetiporus persicinus (Berk. & M.A. Curtis) Gilb.",33.991,-83.4954,0
"5158",262318,"Laetiporus sulphureus (Bull.) Murrill",47.92795,-124.6465,0
"8982",257878,"Laetiporus sulphureus (Bull.) Murrill",39.6392,-76.4184,0
"9310",257468,"Laetiporus sulphureus (Bull.) Murrill",40.0497,-82.8864,0
"9993",257402,"Laetiporus sulphureus (Bull.) Murrill",41.29635,-81.09425,0
"10624",256104,"Laetiporus sulphureus (Bull.) Murrill",38.48195,-90.8242,0
"11549",255195,"Laetiporus sulphureus (Bull.) Murrill",42.25685,-83.0494,0
"11625",255064,"Laetiporus sulphureus (Bull.) Murrill",39.0556,-88.74565,0
"11626",255063,"Laetiporus sulphureus (Bull.) Murrill",39.0556,-88.74565,0
"11753",254950,"Laetiporus sulphureus (Bull.) Murrill",42.25685,-83.0494,0
"12181",255140,"Laetiporus sulphureus (Bull.) Murrill",38.01025,-78.45235,0
"12193",255024,"Laetiporus sulphureus (Bull.) Murrill",41.37645,-82.10915,0
"12194",255022,"Laetiporus sulphureus (Bull.) Murrill",41.37645,-82.10915,0
"12573",254288,"Laetiporus sulphureus (Bull.) Murrill",41.26365,-75.93575,0
"13197",254253,"Laetiporus sulphureus (Bull.) Murrill",42.2618,-83.07095,0
"13398",253785,"Laetiporus sulphureus (Bull.) Murrill",41.34015,-75.8912,0
"13410",253519,"Laetiporus sulphureus (Bull.) Murrill",41.03375,-80.76535,0
"13451",253381,"Laetiporus sulphureus (Bull.) Murrill",42.659,-70.67105,0
"13562",253358,"Laetiporus sulphureus (Bull.) Murrill",42.53695,-71.5264,0
"13708",253068,"Laetiporus sulphureus (Bull.) Murrill",40.67455,-80.5413,0
"13964",252888,"Laetiporus sulphureus (Bull.) Murrill",44.00455,-88.1564,0
"14399",252608,"Laetiporus sulphureus (Bull.) Murrill",42.77485,-80.9823,0
"14661",252430,"Laetiporus sulphureus (Bull.) Murrill",44.20165,-90.30065,0
"14892",264650,"Laetiporus sulphureus (Bull.) Murrill",38.9124,-78.1911,0
"15825",251222,"Laetiporus sulphureus (Bull.) Murrill",42.12865,-87.89395,0
"15828",251217,"Laetiporus sulphureus (Bull.) Murrill",42.12865,-87.89395,0
"16162",250757,"Laetiporus sulphureus (Bull.) Murrill",43.01645,-77.56625,0
"16946",252643,"Laetiporus sulphureus (Bull.) Murrill",43.2839,-76.9155,0
"17893",249462,"Laetiporus sulphureus (Bull.) Murrill",38.01025,-78.45235,0
"19956",246333,"Laetiporus sulphureus (Bull.) Murrill",41.03055,-80.02165,0
"20326",245901,"Laetiporus sulphureus (Bull.) Murrill",42.6643,-80.5223,0
"21489",245290,"Laetiporus sulphureus (Bull.) Murrill",35.386,-82.74975,0
"22553",243739,"Laetiporus sulphureus (Bull.) Murrill",29.6124,-82.40885,0
"23652",242771,"Laetiporus sulphureus (Bull.) Murrill",40.94795,-75.12625,0
"25241",240581,"Laetiporus sulphureus (Bull.) Murrill",40.68635,-75.18205,0
"27395",238374,"Laetiporus sulphureus (Bull.) Murrill",37.92315,-79.0039,0
"27449",239630,"Laetiporus sulphureus (Bull.) Murrill",39.3488,-87.71495,0
"39366",222025,"Laetiporus sulphureus (Bull.) Murrill",39.1282,-87.55925,0
"39488",238543,"Laetiporus sulphureus (Bull.) Murrill",39.47915,-76.3423,0
"40439",221055,"Laetiporus sulphureus (Bull.) Murrill",43.4446,-70.3474,0
"40840",221980,"Laetiporus sulphureus (Bull.) Murrill",38.67095,-90.46525,0
"42207",219313,"Laetiporus sulphureus (Bull.) Murrill",43.0929,-77.4244,0
"42406",229792,"Laetiporus sulphureus (Bull.) Murrill",43.14335,-79.16715,0
"42505",218722,"Laetiporus sulphureus (Bull.) Murrill",34.95815,-83.6223,0
"42833",218826,"Laetiporus sulphureus (Bull.) Murrill",38.622,-90.6948,0
"43062",224500,"Laetiporus sulphureus (Bull.) Murrill",39.20105,-86.5188,0
"44226",217181,"Laetiporus sulphureus (Bull.) Murrill",43.68555,-70.44855,0
"44325",247454,"Laetiporus sulphureus (Bull.) Murrill",35.60885,-82.32775,0
"44957",217145,"Laetiporus sulphureus (Bull.) Murrill",43.3604,-77.95175,0
"46309",215883,"Laetiporus sulphureus (Bull.) Murrill",44.4716,-88.0086,0
"47040",215027,"Laetiporus sulphureus (Bull.) Murrill",39.8039,-84.9701,0
"47188",229789,"Laetiporus sulphureus (Bull.) Murrill",43.15915,-79.39625,0
"47280",214968,"Laetiporus sulphureus (Bull.) Murrill",39.5583,-75.7192,0
"47333",214827,"Laetiporus sulphureus (Bull.) Murrill",38.622,-90.6948,0
"47556",214719,"Laetiporus sulphureus (Bull.) Murrill",38.4879,-78.3261,0
"47627",214646,"Laetiporus sulphureus (Bull.) Murrill",38.4879,-78.3261,0
"47723",214536,"Laetiporus sulphureus (Bull.) Murrill",38.4879,-78.3261,0
"47809",214450,"Laetiporus sulphureus (Bull.) Murrill",38.4879,-78.3261,0
"48402",213757,"Laetiporus sulphureus (Bull.) Murrill",43.02095,-77.56415,0
"48745",241141,"Laetiporus sulphureus (Bull.) Murrill",39.20285,-76.8552,0
"49110",212977,"Laetiporus sulphureus (Bull.) Murrill",39.0279,-76.80405,0
"51860",222530,"Laetiporus sulphureus (Bull.) Murrill",41.74045,-84.8425,0
"52364",210102,"Laetiporus sulphureus (Bull.) Murrill",40.0699,-80.74625,0
"54271",237817,"Laetiporus sulphureus (Bull.) Murrill",41.2898,-76.3013,0
"54290",211265,"Laetiporus sulphureus (Bull.) Murrill",45.69405,-92.9027,0
"55850",208635,"Laetiporus sulphureus (Bull.) Murrill",39.062,-76.7811,0
"57024",205837,"Laetiporus sulphureus (Bull.) Murrill",40.54,-80.1747,0
"57026",205837,"Laetiporus sulphureus (Bull.) Murrill",40.54,-80.1747,0
"58138",204571,"Laetiporus sulphureus (Bull.) Murrill",42.015,-80.3858,0
"58339",204441,"Laetiporus sulphureus (Bull.) Murrill",39.3516,-86.121,0
"63680",196527,"Lamproderma reticulosporum Gilert",36.9954,-122.043,0
"30118",234987,"Lamproderma scintillans (Berk et Broome) Morgan",37.025,-122.058,0
"60487",201964,"Lamproderma scintillans (Berk et Broome) Morgan",36.9954,-122.043,0
"44205",217308,"Lamprospora crechqueraultii (P. Crouan & H. Crouan) Boud.",40.5221,-76.1298,0
"13660",253419,"Lanmaoa borealis (A.H. Sm. & Thiers) A.E. Bessette M.E. Nuhn & R.E. Halling",39.95965,-82.7884,0
"13091",258950,"Lanmaoa carminipes (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang comb. nov.",42.0791,-73.57445,0
"16622",250419,"Lanmaoa carminipes (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang comb. nov.",41.92515,-72.99885,0
"18757",248603,"Lanmaoa carminipes (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang comb. nov.",41.92515,-72.99885,0
"17256",251059,"Lanmaoa G. Wu & Zhu L. Yang",41.19125,-75.9958,0
"18203",249276,"Lanmaoa G. Wu & Zhu L. Yang",41.19125,-75.9958,0
"18583",248479,"Lanmaoa G. Wu & Zhu L. Yang",41.2388,-76.1,0
"18584",248478,"Lanmaoa G. Wu & Zhu L. Yang",41.2388,-76.1,0
"19381",246946,"Lanmaoa G. Wu & Zhu L. Yang",39.4839,-76.33075,0
"21302",244848,"Lanmaoa G. Wu & Zhu L. Yang",39.52765,-76.34025,0
"21551",244572,"Lanmaoa G. Wu & Zhu L. Yang",39.39245,-76.4492,0
"21911",244360,"Lanmaoa G. Wu & Zhu L. Yang",40.4363,-74.81455,0
"22074",244162,"Lanmaoa G. Wu & Zhu L. Yang",39.4839,-76.33075,0
"53854",208874,"Lanmaoa G. Wu & Zhu L. Yang",39.95145,-74.9959,0
"17718",250378,"Lanmaoa pseudosensibilis (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang",41.25305,-76.04695,0
"19179",247593,"Lanmaoa pseudosensibilis (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang",41.25305,-76.04695,0
"19326",247351,"Lanmaoa pseudosensibilis (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang",40.65125,-74.2609,0
"19966",246322,"Lanmaoa pseudosensibilis (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang",41.03055,-80.02165,0
"20274",245968,"Lanmaoa pseudosensibilis (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang",40.60115,-80.00445,0
"20307",245928,"Lanmaoa pseudosensibilis (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang",43.20855,-89.84345,0
"20393",245852,"Lanmaoa pseudosensibilis (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang",40.7171,-74.57415,0
"46510",215637,"Lanmaoa pseudosensibilis (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang",42.0791,-73.57445,0
"52544",209939,"Lanmaoa pseudosensibilis (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang",41.2388,-76.1,0
"54789",208001,"Lanmaoa pseudosensibilis (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang",40.35625,-79.565,0
"55179",207630,"Lanmaoa pseudosensibilis (A.H. Sm. & Thiers) G. Wu Halling & Zhu L. Yang",40.153,-79.53935,0
"14442",254343,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",49.3019,-123.1375,0
"16198",252174,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",48.13015,-122.595,0
"36350",225608,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",38.4075,-122.943,0
"40985",220551,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",47.1456,-123.0525,0
"41245",220626,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",47.27815,-121.32,0
"41608",220126,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.8629,-121.326,0
"52327",210287,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.8629,-121.326,0
"56305",209308,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",38.8338,-120.042,0
"58317",204488,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.91775,-122.913,0
"58318",204487,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.91775,-122.913,0
"58319",204486,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.91775,-122.913,0
"61128",200148,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.58115,-120.5445,0
"61151",200128,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.8629,-121.326,0
"61153",200125,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.8629,-121.326,0
"61159",200117,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.8629,-121.326,0
"61215",199931,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.8629,-121.326,0
"61334",199929,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.8629,-121.326,0
"61335",199927,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.8629,-121.326,0
"61336",199926,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.8629,-121.326,0
"61337",199925,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.8629,-121.326,0
"61338",199924,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.8629,-121.326,0
"61339",199923,"Laricifomes officinalis (Batsch) Kotl. & Pouzar",46.8629,-121.326,0
"38228",245785,"Laricifomes officinalis group",38.8813,-120.661,0
"782",268763,"Lasallia papulosa (Ach.) Llano",35.1821,-85.675,0
"15039",264500,"Lasallia papulosa (Ach.) Llano",38.9124,-78.1911,0
"23032",243379,"Lasallia papulosa (Ach.) Llano",43.88355,-89.8578,0
"25786",240165,"Lasallia papulosa (Ach.) Llano",43.3954,-89.72725,0
"35944",227675,"Lasallia papulosa (Ach.) Llano",41.2496,-73.79715,0
"58436",204638,"Lasallia papulosa (Ach.) Llano",44.0454,-90.01995,0
"59863",202743,"Lasallia papulosa (Ach.) Llano",34.4992,-85.62165,0
"60412",202206,"Lasallia papulosa (Ach.) Llano",33.47415,-85.83025,0
"25500",241615,"Lasiobolus papillatus (Pers.) Sacc.",48.5215,-123.4155,0
"63749",196448,"Lasiobolus papillatus (Pers.) Sacc.",37.33015,-122.18,0
"8358",259461,"Lasiosphaeria ovina (Pers.) Ces. & De Not.",43.54785,-75.94075,0
